Method,Seed,Test_Index,True_Linker,Generated_Linker,MACCS_Similarity,MCS_Similarity,Validity,Novelty,Property_Error,Threshold_Match_0.50,Threshold_Match_0.60,Threshold_Match_0.70,Threshold_Match_0.85,Threshold_Match_0.90
Vanilla-RAG,42,49,c1cn(-c2ccc(NNc3ccc(-n4ccnc4)cc3)cc2)cn1,c1nncn1NNn1cnnc1,0.765,0.065,YES,NO,2.0744,YES,YES,YES,NO,NO
Vanilla-RAG,42,50,Nc1cc(C#Cc2cc(N)c(C(=O)[O-])c(N)c2)cc(N)c1C(=O)[O-],O=C([O-])c1c(O)cc(C=Cc2cc(O)c(C(=O)[O-])c(O)c2)cc1O,0.5,0.41,YES,NO,7.0019,YES,NO,NO,NO,NO
Vanilla-RAG,42,51,CCc1cc2c(cc(CC)c3ccc(C(=O)[O-])c(F)c32)c2cc(C(=O)[O-])ccc12,CCc1cc2cc(C(=O)[O-])cc3c(CC)cc4cc(C(=O)[O-])cc1c4c23,0.769,0.0,YES,YES,0.6054,YES,YES,YES,NO,NO
Vanilla-RAG,42,52,O=C(O)c1cccc(Oc2cccc(C(=O)O)c2C(=O)[O-])c1.O=C(O)c1cccc(Oc2cccc(C(=O)O)c2C(=O)[O-])c1,O=C([O-])c1ccc(Oc2ccc(C(=O)[O-])cc2)cc1,0.396,0.299,YES,NO,1.5506,NO,NO,NO,NO,NO
Vanilla-RAG,42,53,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)O)CC(=O)O,O=C([O-])Cn1cnnn1,0.36,0.135,YES,NO,0.7104,NO,NO,NO,NO,NO
Vanilla-RAG,42,54,c1ccc(SSc2ccccn2)nc1,c1cnc(SCSc2ncccn2)nc1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,55,Nc1ccc(C=Cc2ccc(N)cc2S(O)(O)O)c(S(O)(O)O)c1,O=P(O)(O)c1ccccc1,0.395,0.246,YES,YES,0.699,NO,NO,NO,NO,NO
Vanilla-RAG,42,56,O=C([O-])c1cc(C(=O)[O-])c(C(=O)O)cc1C(=O)O,O=C([O-])c1ccc(C(=O)[O-])cc1,0.75,0.667,YES,NO,0.527,YES,YES,YES,NO,NO
Vanilla-RAG,42,57,O=C(Nc1cccnc1)c1ccc(C(=O)Nc2cccnc2)s1,O=C(Nc1ccncc1)c1ccc(C(=O)Nc2ccncc2)cc1,0.781,0.242,YES,NO,1.5349,YES,YES,YES,NO,NO
Vanilla-RAG,42,58,NC1=N[CH]NN1,Cn1nn[nH]c1=S,0.413,0.0,YES,YES,3.2333,NO,NO,NO,NO,NO
Vanilla-RAG,42,59,O=C([O-])c1cc(C(=O)O)c(C(=O)[O-])cc1C(=O)O,O=C([O-])c1ccc(C(=O)[O-])cc1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,60,O=[N+]([O-])c1cncc([N+](=O)[O-])c1C#Cc1c([N+](=O)[O-])cncc1[N+](=O)[O-],N#Cc1cc([N+](=O)[O-])c(C#N)cc1[N+](=O)[O-],0.732,0.137,YES,YES,1.8343,YES,YES,YES,NO,NO
Vanilla-RAG,42,61,O=C([O-])C(O)=C(O)C(=O)[O-],NC(C(=O)[O-])=C(N)C(=O)[O-],0.481,0.791,YES,NO,1.6623,YES,YES,YES,NO,NO
Vanilla-RAG,42,62,C(#C[Si](C#Cc1cn[nH]c1)(C#CC1C=NN=C1)C#CC1C=NN=C1)C1=CN=N[CH]1,C(#CC#CC1C=NN=C1)C#Cc1cn[nH]c1,0.69,0.232,YES,YES,5.132,YES,YES,NO,NO,NO
Vanilla-RAG,42,63,O=C([O-])CN1[CH]C=C(c2nnn[nH]2)C=C1,O=C([O-])c1cncc(Cl)c1,0.28,0.17,YES,NO,2.1727,NO,NO,NO,NO,NO
Vanilla-RAG,42,64,Nc1ccccc1S,c1ccc(SCSc2ccccn2)nc1,0.3,0.04,YES,NO,0.4578,NO,NO,NO,NO,NO
Vanilla-RAG,42,65,O=C([O-])c1nc(-c2ccc3ccccc3c2)[nH]c1C(=O)[O-],O=C([O-])c1cc(N2[CH]N=CN2)cc(N2[CH]N=CN2)c1,0.429,0.276,YES,YES,1.3488,NO,NO,NO,NO,NO
Vanilla-RAG,42,66,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3C(=O)[O-])cc2)c(C(=O)[O-])c1,O=C([O-])c1ccc(C(=O)[O-])cc1,0.632,0.292,YES,NO,1.6024,YES,YES,NO,NO,NO
Vanilla-RAG,42,67,c1ccc(-c2cc(-c3ccncc3)nc(-c3ccncc3)c2)nc1,C=CC=CC=C1C=CC=C(c2ccncc2)C=NC=C2NC=C(N=C1)C(=CC)c1cnccc12,0.467,0.199,YES,YES,3.7653,NO,NO,NO,NO,NO
Vanilla-RAG,42,68,CSc1nccs1,O=P(O)(O)Cc1ccncc1,0.179,0.055,YES,YES,1.6207,NO,NO,NO,NO,NO
Vanilla-RAG,42,69,O=C([O-])C1CCC(C(=O)[O-])CC1,O=C([O-])C1CC(C(=O)O)C(C(=O)[O-])CC1C(=O)O,0.6,0.667,YES,YES,1.6611,YES,YES,NO,NO,NO
Vanilla-RAG,42,70,c1c[nH]cn1,c1c[nH]cn1,1.0,1.0,YES,YES,3.0175,YES,YES,YES,YES,YES
Vanilla-RAG,42,71,c1ccc(-c2nnc(-c3ccncc3)[nH]2)nc1,C1=NN=CC1c1ccc(-c2cn[nH]c2)cc1,0.643,0.092,YES,YES,2.2686,YES,YES,NO,NO,NO
Vanilla-RAG,42,72,O=C([O-])c1cccc(-c2c3nc(c(-c4cccc(C(=O)[O-])c4)c4ccc([nH]4)c(-c4cccc(C(=O)[O-])c4)c4nc(c(-c5cccc(C(=O)[O-])c5)c5ccc2[nH]5)C=C4)C=C3)c1,C=CN=CC=CNNC(=O)C1CC(C(=O)[O-])=CC1=CC(=O)[O-],0.367,0.058,YES,YES,1.211,NO,NO,NO,NO,NO
Vanilla-RAG,42,73,O=C([O-])c1cc2c(cc1C(=O)[O-])C(=O)c1ccccc1C2=O,O=C([O-])c1ccccc1I,0.44,0.395,YES,NO,1.856,NO,NO,NO,NO,NO
Vanilla-RAG,42,74,Cc1cc2ccc3nc(C)ccc3c2cn1,CC=CC1=CC=Cc2cc(-c3cn[nH]c3)ccc2C12C=NN=C2,0.361,0.249,YES,YES,2.2692,NO,NO,NO,NO,NO
Vanilla-RAG,42,75,Nc1nc2ccccc2[nH]1,Nc1nnn[nH]1,0.667,0.156,YES,NO,3.0799,YES,YES,NO,NO,NO
Vanilla-RAG,42,76,O=C([O-])CCC(=O)[O-],O=C([O-])C=CC(=O)[O-],0.643,0.471,YES,YES,0.4944,YES,YES,NO,NO,NO
Vanilla-RAG,42,77,CNC12C3C4C5C3(C#CC(=O)[O-])C1C5(NC)C42C#CC(=O)[O-],CCCC12C3C4C5C(C1C53C#CC(=O)[O-])C42C#CC(=O)[O-],0.556,0.829,YES,YES,1.3121,YES,YES,YES,NO,NO
Vanilla-RAG,42,78,O=C([O-])c1ccc(-c2ccccc2)cc1,O=C([O-])c1cccc(-c2cccnc2)c1,0.706,0.585,YES,YES,1.3365,YES,YES,YES,NO,NO
Vanilla-RAG,42,79,CCCOc1c(C(=O)[O-])ccc2c(OCCC)c(C(=O)[O-])ccc12,CCCOC=Cc1cc(C(=O)[O-])ccc1C(C=COCCC)c1cc(C(=O)[O-])ccc1OCCC,0.865,0.311,YES,YES,1.788,YES,YES,YES,YES,NO
Vanilla-RAG,42,80,CN1c2cncc(n2)N(C)c2cncc(n2)N(C)c2cncc(n2)N(C)c2cncc1n2,C=Nc1cnccc1C1C2=CN=C21,0.333,0.019,YES,YES,3.7357,NO,NO,NO,NO,NO
Vanilla-RAG,42,81,CC(C(=O)[O-])C(=O)[O-],O=C([O-])CC(O)C(=O)[O-],0.588,0.65,YES,NO,2.9226,YES,YES,NO,NO,NO
Vanilla-RAG,42,82,O=C([O-])C(F)=C(F)C(=O)[O-],O=C([O-])C(F)=C(F)C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,83,O=C([O-])c1ccc(Oc2ccc(C(=O)[O-])c(C(=O)[O-])c2)cc1C(=O)[O-],O=C([O-])c1ccc(C=Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1,0.5,0.354,YES,NO,2.0372,YES,NO,NO,NO,NO
Vanilla-RAG,42,84,Cc1cc(OCC(=O)[O-])cc(C(=O)[O-])c1,O=C([O-])c1cc[n+]([O-])cc1,0.351,0.24,YES,YES,4.3014,NO,NO,NO,NO,NO
Vanilla-RAG,42,85,O=C([O-])c1sc2c(C(=O)O)c(C(=O)[O-])sc2c1C(=O)O,O=C([O-])c1cc(C(=O)O)c(C(=O)[O-])cc1F,0.467,0.177,YES,YES,4.7348,NO,NO,NO,NO,NO
Vanilla-RAG,42,86,Cc1nc(C)c(C(=O)[O-])c(C=Cc2ccccc2)c1C(=O)[O-],c1cc(Cn2cncn2)ccn1,0.227,0.313,YES,NO,1.4814,NO,NO,NO,NO,NO
Vanilla-RAG,42,87,Cc1c(C)c(C(=O)[O-])c(C)c(C)c1C(=O)[O-],Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1,0.5,0.625,YES,NO,0.7593,YES,YES,NO,NO,NO
Vanilla-RAG,42,88,O=C([O-])CO,O=C([O-])COINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,89,O=C([O-])c1ccc(-c2ccc(C(=O)[O-])c(C(=O)O)c2)cc1C(=O)O,O=C([O-])c1ccc(NNc2ccc(C(=O)[O-])c(C(=O)O)c2)cc1C(=O)[O-],0.581,0.455,YES,YES,2.5172,YES,NO,NO,NO,NO
Vanilla-RAG,42,90,Cc1cc(-n2ccnc2)c(C)cc1-n1ccnc1,c1cc(-c2ccc(-c3ccnnc3)cc2)cnn1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,91,O=P(O)(O)CCSc1ccncc1,O=P(O)(O)CCCCP(=O)(O)O,0.59,0.431,YES,YES,1.4681,YES,NO,NO,NO,NO
Vanilla-RAG,42,92,O=C([O-])C1=NC(c2cncc(Br)c2)=NC1C(=O)O,O=CC1=CC(Cc2ccc(C(=O)O)cc2)=C(C(=O)[O-])C1=CC1=CC(=CC(=O)[O-])C=CO1,0.378,0.114,YES,YES,1.9664,NO,NO,NO,NO,NO
Vanilla-RAG,42,93,[CH]1N=NC=C1c1ccc([Si](c2ccc(-c3cn[nH]c3)cc2)(c2ccc(C3C=NN=C3)cc2)c2ccc(C3C=NN=C3)cc2)cc1,C1=NN=CC1C12C3C4C1C1C2C3C41Cc1cn[nH]c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,94,CCOC1(Br)c2c(C(=O)[O-])c(Br)cc(C(=O)[O-])c2C1Br,O=C([O-])C=C(F)C(F)=C(C=CC(F)=C(CF)c1c(F)c(F)c(C(=O)[O-])c(F)c1F)CF,0.528,0.323,YES,YES,1.9046,YES,NO,NO,NO,NO
Vanilla-RAG,42,95,CCCOC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2,CCCC1(C)C(C)=C(C#N)C=C(C(=O)[O-])C=CC(C#N)=Cc2cc(C(=O)[O-])ccc21,0.467,0.296,YES,YES,1.0709,NO,NO,NO,NO,NO
Vanilla-RAG,42,96,N#CC(C(=O)[O-])=C(C=CC(=O)[O-])c1ccccc1,O=C([O-])C=CC(=O)[O-],0.556,0.311,YES,YES,2.6828,YES,NO,NO,NO,NO
Vanilla-RAG,42,97,O=C([O-])C=CC=CC(=O)[O-],O=C([O-])C=CC=CC(=O)[O-],1.0,1.0,YES,YES,1.3489,YES,YES,YES,YES,YES
Vanilla-RAG,42,98,CCOP(=O)(Cc1c(C)c(C)c(CP(=O)(OCC)OCC)c(C)c1C)OCC,CC(=O)C(=NNc1ccccc1S(O)(O)O)C(C)=O,0.292,0.214,YES,NO,1.5781,NO,NO,NO,NO,NO
Vanilla-RAG,42,99,[CH]1N=CNN1CCCCCCn1cncn1,c1cnc(SCSc2ncccn2)nc1,0.265,0.037,YES,NO,2.3176,NO,NO,NO,NO,NO
Vanilla-RAG,42,100,O=P(O)(O)O,O=S(=O)(O)O,0.577,0.12,YES,YES,1.0945,YES,NO,NO,NO,NO
Vanilla-RAG,42,101,O=C([O-])c1cc(C(=O)O)c(C(=O)[O-])c2c1CC2,O=C([O-])c1cc(C(=O)[O-])cc(S(O)(O)O)c1,0.317,0.69,YES,YES,2.2525,YES,YES,NO,NO,NO
Vanilla-RAG,42,102,O=C([O-])c1cc(Cn2nnc3ccccc32)cc(C(=O)[O-])c1,O=C([O-])c1cc(CSc2nc3ccccc3[nH]2)cc(C(=O)[O-])c1,0.592,0.547,YES,NO,1.4495,YES,NO,NO,NO,NO
Vanilla-RAG,42,103,O=C([O-])c1c(F)cc(C=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cc(C#Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,0.909,0.492,YES,NO,6.5092,YES,YES,YES,YES,YES
Vanilla-RAG,42,104,Nc1c(N)c(C(=O)[O-])c(N)c(N)c1C#Cc1c(N)c(N)c(C(=O)[O-])c(N)c1N,O=C([O-])c1c(O)cc(C#Cc2cc(O)c(C(=O)[O-])c(O)c2)cc1O,0.514,0.718,YES,NO,6.8168,YES,YES,YES,NO,NO
Vanilla-RAG,42,105,NCC(=O)[O-],NCC(=O)[O-],1.0,1.0,YES,YES,0.302,YES,YES,YES,YES,YES
Vanilla-RAG,42,106,O=C([O-])c1nc[nH]c1C(=O)[O-],O=C([O-])c1nc[nH]c1C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,107,O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])cc2Cl)c(Cl)c1,O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])c(Cl)c2)cc1Cl,1.0,0.911,YES,NO,3.8705,YES,YES,YES,YES,YES
Vanilla-RAG,42,108,O=C([O-])c1cncc(OCOc2cncc(C(=O)[O-])c2)c1,O=C([O-])c1cccc(Oc2cccnc2)c1C(=O)[O-],0.714,0.327,YES,NO,0.6352,YES,YES,YES,NO,NO
Vanilla-RAG,42,109,O=C([O-])c1ccc(-n2ccc(=O)cc2)cc1C(=O)[O-],O=C([O-])c1cccc(-n2ccc(=O)cc2)c1C(=O)[O-],1.0,0.845,YES,YES,2.1485,YES,YES,YES,YES,YES
Vanilla-RAG,42,110,CCc1cc(-c2ccc(C(=O)[O-])cc2)ccc1C(=O)[O-],CCCOC=Cc1cc2c3ccc(C(=O)[O-])c2c(c1C1=CC=CC=C(CCCC=CC=C(C=CC(=O)[O-])C(=O)[O-])CCCO1)C=CC=C3,0.526,0.183,YES,YES,1.505,YES,NO,NO,NO,NO
Vanilla-RAG,42,111,CCCC1=NN=CC1C#Cc1ccc(C#CC2=C(CCC)N=N[CH]2)cc1OC,CCCC1=NN=CC1C=CC=C1C(C2=CC=C3CC(C)C(=NN3)CC=C2)=CC1CCC,0.571,0.28,YES,YES,1.6003,YES,NO,NO,NO,NO
Vanilla-RAG,42,112,CCC(C)COc1cc(C=Cc2ccncc2)c(OCC(C)CC)cc1C=Cc1ccncc1,CC1=CC=C(C(=O)C2=C(C(C)Cc3ccc(C#N)cc3)[CH]C2=CC(C)(C)C)C=CC1,0.31,0.23,YES,YES,0.8616,NO,NO,NO,NO,NO
Vanilla-RAG,42,113,Cn1cnc(C(=O)[O-])c1C(=O)[O-],O=C([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.362,0.24,YES,YES,3.2833,NO,NO,NO,NO,NO
Vanilla-RAG,42,114,O=S1(=O)CCCC1,CC1CC(CC(=O)[O-])(C(=O)O)C1C1CCCC(C(=O)[O-])C1,0.188,0.029,YES,YES,4.7878,NO,NO,NO,NO,NO
Vanilla-RAG,42,115,Cc1nccn1CCCCn1ccnc1C,c1cc(-c2ccncc2)ccn1,0.237,0.0,YES,YES,1.9558,NO,NO,NO,NO,NO
Vanilla-RAG,42,116,O=C([O-])c1ccnc(-c2cc(C(=O)[O-])ccn2)c1,O=C([O-])c1cccc(Cl)c1,0.321,0.196,YES,NO,1.0725,NO,NO,NO,NO,NO
Vanilla-RAG,42,117,O=C([O-])c1cccc(-c2nccs2)c1,O=C([O-])c1cc(Cl)c(Cl)cc1C(=O)[O-],0.281,0.626,YES,NO,1.7133,YES,YES,NO,NO,NO
Vanilla-RAG,42,118,NC(=S)c1cccc(C(N)=S)c1,O=c1[nH][nH]c(=O)c2ccccc12,0.205,0.485,YES,YES,1.8051,NO,NO,NO,NO,NO
Vanilla-RAG,42,119,O=C([O-])c1ccc(N=Cc2ccccc2O)cc1,O=C([O-])c1cccc(-c2cccnc2)c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,120,Nc1c(N)c(C(=O)[O-])c2ccccc2c1C(=O)[O-],O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2ccccc12,0.541,0.891,YES,NO,0.6974,YES,YES,YES,YES,NO
Vanilla-RAG,42,121,Cc1cc2ncn(CCCCn3cnc4cc(C)c(C)cc43)c2cc1C,Cc1nc2ccccc2n1Cc1ccc(Cn2c(C)nc3ccccc32)cc1,0.816,0.352,YES,NO,2.0972,YES,YES,YES,NO,NO
Vanilla-RAG,42,122,O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2c(O)c(O)c(O)c(O)c12,O=C([O-])C=CC(C(=O)O)=C(C=C(C=C(C(=O)O)C(=CC(=O)O)C(=O)O)C(=O)O)C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,123,O=C([O-])C12C3C4C1C1(S(O)(O)O)C2C3C41C(=O)[O-],O=C(O)C1OS(O)(O)C2OS(O)(O)CC3C4(F)C2(C(=O)[O-])C(F)C3(S(O)(O)O)C14C(=O)[O-],0.632,0.543,YES,YES,1.8064,YES,YES,NO,NO,NO
Vanilla-RAG,42,124,Cc1cnc(C)cn1,c1cc(NNc2ccncc2)ccn1,0.407,0.0,YES,NO,0.6301,NO,NO,NO,NO,NO
Vanilla-RAG,42,125,ON=C(c1ccncc1)c1ccccn1,NNC(=O)c1ccc(O)cc1,0.262,0.105,YES,YES,0.4844,NO,NO,NO,NO,NO
Vanilla-RAG,42,126,CC(=O)N(C)C,c1c[nH]cn1,0.034,0.0,YES,YES,3.0891,NO,NO,NO,NO,NO
Vanilla-RAG,42,127,c1cc(-c2ccncc2)ccn1,c1cc(-c2ccncc2)ccn1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,128,[CH](C=CC=C1C=NN=C1)c1cn[nH]c1,c1cc(CCCc2ccncc2)ccn1,0.276,0.17,YES,YES,4.9216,NO,NO,NO,NO,NO
Vanilla-RAG,42,129,CC(=O)[CH]C(=O)c1ccc(-n2ccnc2)cc1,CC1C=Nc2ccccc2NO1,0.312,0.345,YES,YES,2.4699,NO,NO,NO,NO,NO
Vanilla-RAG,42,130,O=C(Nc1cccnc1)c1cccnc1,O=C(Nc1cccnc1)c1cccnc1,1.0,1.0,YES,YES,1.3416,YES,YES,YES,YES,YES
Vanilla-RAG,42,131,c1cc(CCCc2ccncc2)ccn1,c1cc(CCCc2ccncc2)ccn1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,132,Cc1cc2ncn(Cc3ccc(Cn4cnc5cc(C)c(C)cc54)cc3)c2cc1C,C1=Cc2ccnc(c2)-c2cccc3ccc(ccccccc(cc4cc(-c5ccncc5)ccc34)C=C1)cc2,0.4,0.143,YES,YES,2.3412,NO,NO,NO,NO,NO
Vanilla-RAG,42,133,Cc1ccc(SCN(CSc2ccc(C)cc2C)CSc2ccc(C)cc2C)c(C)c1,c1ccc2c(c1)nnn2OCCOn1cnnn1,0.154,0.189,YES,YES,1.2515,NO,NO,NO,NO,NO
Vanilla-RAG,42,134,CC1c2nccc(-c3ccnc4c3C4C)c21,O=C([O-])C=CC(=CC=C1C2=CC(=CC(C(=O)[O-])=C1C(=O)O)C=CC=C2)C(=O)OINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,135,O=C([O-])c1ccc(OCC(COc2ccc(C(=O)[O-])cc2)(COc2ccc(C(=O)[O-])cc2)COc2ccc(C(=O)O)cc2)cc1,O=C([O-])c1ccc(C=Cc2ccncc2)cc1,0.333,0.195,YES,NO,2.087,NO,NO,NO,NO,NO
Vanilla-RAG,42,136,N#CC(C#N)C(=S)S,CCN1C(=O)[CH]C(=O)N(CC)C1=S,0.14,0.123,YES,NO,0.8772,NO,NO,NO,NO,NO
Vanilla-RAG,42,137,OC1(Cl)Cc2ncc(Cl)nc21,Fc1nc(F)c(F)nc1F,0.457,0.527,YES,YES,2.4128,YES,NO,NO,NO,NO
Vanilla-RAG,42,138,CC1(C)OC(CP(c2ccccc2)c2ccccc2)C(CP(c2ccccc2)c2ccccc2)O1,c1cc(CCCc2ccncc2)ccn1,0.222,0.045,YES,YES,1.3798,NO,NO,NO,NO,NO
Vanilla-RAG,42,139,Cc1ccc(S(=O)(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1,O=C([O-])CNC(=O)c1cccc(C(=O)NCC(=O)[O-])c1,0.364,0.35,YES,NO,0.9294,NO,NO,NO,NO,NO
Vanilla-RAG,42,140,O=C([O-])C1=C[CH]NC=C1C(=O)[O-],O=S(=O)(Cc1ccccn1)c1ccccn1,0.192,0.099,YES,NO,0.6611,NO,NO,NO,NO,NO
Vanilla-RAG,42,141,O=C([O-])c1ccc(-c2cc3cc(c2)C(=O)[O][Cd][O]C3=O)cc1,O=C([O-])c1cc(OCOc2cc(C(=O)[O-])cc(C(=O)O)c2)cc(C(=O)O)c1,0.432,0.329,YES,NO,1.6073,NO,NO,NO,NO,NO
Vanilla-RAG,42,142,O=P(O)(O)F,[NH]n1nnnc1C1=NN=CC1,0.082,0.0,YES,YES,1.1992,NO,NO,NO,NO,NO
Vanilla-RAG,42,143,CC(=O)CC(C#N)(C#N)C(C#N)C#N,N#CC(C#N)C(N)=O,0.286,0.411,YES,NO,0.9195,NO,NO,NO,NO,NO
Vanilla-RAG,42,144,COc1cc(NC#N)c(OC)cc1NC#N,N#CC=C(O)C(=CC=O)C(=O)[O-],0.179,0.1,YES,YES,2.444,NO,NO,NO,NO,NO
Vanilla-RAG,42,145,c1ccc2c(-n3ccnc3)c3ccccc3c(-n3ccnc3)c2c1,O=C(Nc1ccncc1)c1ccc(C(=O)Nc2ccncc2)cc1,0.405,0.236,YES,NO,1.2162,NO,NO,NO,NO,NO
Vanilla-RAG,42,146,O=C([O-])c1ccc(NNc2ccc(C(=O)[O-])cc2)cc1,O=C([O-])c1ccc(Cl)cc1,0.29,0.441,YES,NO,1.2748,NO,NO,NO,NO,NO
Vanilla-RAG,42,147,O=C(NCc1ccncc1)C(=O)NCc1ccncc1,O=C(NCc1ccncc1)c1ccncc1,0.727,0.49,YES,YES,3.1559,YES,YES,YES,NO,NO
Vanilla-RAG,42,148,Nc1ccc(Cc2ccc(N)cc2)cc1,c1cc(-c2ccc(-c3ccncc3)cc2)ccn1,0.333,0.32,YES,YES,1.6309,NO,NO,NO,NO,NO
Vanilla-RAG,42,149,O=C([O-])c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)[O-])cc3)cc2-c2ccc(C(=O)O)cc2)cc1,O=C([O-])c1cc(C(=O)O)c2cc(C(=O)[O-])cc(C(=O)O)c2c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,150,Fc1cc2cc(C3C=NN=C3)c(F)cc2cc1-c1cn[nH]c1,CC1Cc2nccnc21,0.316,0.0,YES,YES,0.9889,NO,NO,NO,NO,NO
Vanilla-RAG,42,151,O=C1C(=O)C(=O)C(=O)C1=O,O=C1C(=O)C(=O)C1=OINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Vanilla-RAG,42,152,O=C(Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1,O=C([O-])c1cccc(-n2cncn2)c1,0.395,0.317,YES,YES,3.562,NO,NO,NO,NO,NO
Vanilla-RAG,42,153,Cc1nccn1Cc1ccc(-c2ccc(Cn3ccnc3C)cc2)cc1,c1cc(-c2ccncc2)ccn1,0.364,0.0,YES,YES,1.6329,NO,NO,NO,NO,NO
Vanilla-RAG,42,154,CC(=O)NC(C)(NC(C)=O)C(=O)[O-],C1COCCO1,0.07,0.0,YES,YES,2.0586,NO,NO,NO,NO,NO
Vanilla-RAG,42,155,O=C([O-])c1cccc(CN2CCOCCN(Cc3cccc(C(=O)[O-])c3)CCOCC2)c1,O=C([O-])Cn1cncn1,0.46,0.08,YES,NO,1.2014,NO,NO,NO,NO,NO
Vanilla-RAG,42,156,O=C([O-])c1c(Cl)cc(-c2cc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3)cc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3)c2)cc1Cl,CC1=CC(C(=O)[O-])=CC=C2C=CC(=CC=CC=C(S)C=CC(=O)[O-])C(C(=O)[O-])C=CC3=CC=C(C(=O)[O-])C=C(S3)Sc3ccc(C(=O)[O-])cc3SC=CC([NH])C=CC3=C(S)C(C(=O)[O-])C=C(S3)[SH]=C[SH]12,0.319,0.126,YES,YES,1.4577,NO,NO,NO,NO,NO
Vanilla-RAG,42,157,O=[PH](O)O,O=S(=O)(O)O,0.481,0.12,YES,YES,1.413,NO,NO,NO,NO,NO
Vanilla-RAG,42,158,O=P(O)(O)C1=CC=C2[CH]C=CC=C2N1,O=P(O)(O)c1ccccc1,0.472,0.321,YES,YES,1.2864,NO,NO,NO,NO,NO
Vanilla-RAG,42,159,c1ccc2nc(-c3cnc4ccccc4n3)cnc2c1,c1ccc(C2=NC(c3ccccn3)N(c3ccccn3)N2)nc1,0.444,0.068,YES,YES,1.4516,NO,NO,NO,NO,NO
Vanilla-RAG,42,160,O=C([O-])Cn1nn[nH]c1=S,O=C([O-])C(F)(F)F,0.132,0.36,YES,NO,0.5501,NO,NO,NO,NO,NO
Vanilla-RAG,42,161,CCCCN(CCO)CCO,O=[N+]([O-])c1ccc(O)cc1,0.154,0.055,YES,YES,2.4071,NO,NO,NO,NO,NO
Vanilla-RAG,42,162,CC1=C(CC2=C(C)N=NC2C)C(C)N=N1,c1ccc(-c2cc(-c3ccncc3)cc(-c3ccccn3)n2)nc1,0.206,0.0,YES,YES,2.3799,NO,NO,NO,NO,NO
Vanilla-RAG,42,163,CC(C)c1cc(C(C)C)c(CP(=O)(O)O)c(C(C)C)c1,OS(O)(O)c1cccc2c(S(O)(O)O)cccc12,0.378,0.3,YES,YES,1.9166,NO,NO,NO,NO,NO
Vanilla-RAG,42,164,O=C([O-])CN=Cc1ccccc1O,O=C([O-])CN1NN=C(c2ccccn2)N1,0.339,0.235,YES,YES,1.4313,NO,NO,NO,NO,NO
Vanilla-RAG,42,165,CNC1CC2(C#CC(=O)[O-])C(NC)CC1(C#CC(=O)[O-])C(F)C2F,COCC(C#CC(=O)[O-])C(Cl)CC(C#CC(=O)[O-])C(Cl)CClINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
